"Date"	"Hour"	"Original"	"Predicted"	"Relative Error"
"259"	"2014-05-11"	18	605	590	0.02456550465789
"260"	"2014-05-11"	19	399	352	0.115617434516112
"261"	"2014-05-11"	20	188	198	-0.0552887942922728
"262"	"2014-05-11"	21	85	90	-0.0687918681913414
"263"	"2014-05-11"	22	36	49	-0.368036458270742
"264"	"2014-05-11"	23	25	27	-0.0879885226700914
"265"	"2014-05-12"	0	46	38	0.157287734224256
"266"	"2014-05-12"	1	122	109	0.106137447304715
"267"	"2014-05-12"	2	242	229	0.0517044458636984
"268"	"2014-05-12"	3	345	349	-0.011755607060347
"269"	"2014-05-12"	4	533	513	0.0365428938651774
"270"	"2014-05-12"	5	743	709	0.0451112488804079
"271"	"2014-05-12"	6	895	891	0.00352516605215942
"272"	"2014-05-12"	7	1003	895	0.107285469200944
"273"	"2014-05-12"	8	991	876	0.115804351080549
"274"	"2014-05-12"	9	1011	975	0.0346197727879855
"275"	"2014-05-12"	10	997	927	0.0696532238602286
"276"	"2014-05-12"	11	983	934	0.049389792652348
"277"	"2014-05-12"	12	885	851	0.0376424165233527
"278"	"2014-05-12"	13	823	818	0.00567258571492746
"279"	"2014-05-12"	14	851	808	0.0495777983936601
"280"	"2014-05-12"	15	816	814	0.00183946614902796
"281"	"2014-05-12"	16	972	800	0.176761152169353
"282"	"2014-05-12"	17	921	928	-0.00799966228775201
"283"	"2014-05-12"	18	705	688	0.0238423537369512
"284"	"2014-05-12"	19	384	398	-0.0375174179139637
"285"	"2014-05-12"	20	185	195	-0.0555660150477863
"286"	"2014-05-12"	21	113	93	0.172672075834384
"287"	"2014-05-12"	22	71	62	0.118565037314738
"288"	"2014-05-12"	23	47	46	0.00634371383217389
"289"	"2014-05-13"	0	68	63	0.0731982002544326
"290"	"2014-05-13"	1	127	143	-0.12920154214402
"291"	"2014-05-13"	2	260	240	0.0761967838414364
"292"	"2014-05-13"	3	414	393	0.0505983872060376
"293"	"2014-05-13"	4	665	637	0.0414147627006035
"294"	"2014-05-13"	5	813	879	-0.0823290340305626
"295"	"2014-05-13"	6	1022	968	0.0525852521057794
